Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,02-03-2023,GBAYE2300015,96,153.6,851085705.00,129047.00,50996176.00,70.00,211810152.00,2461166.00,3502547.00,955272568.00,8781020473.00,806434641.00,162.00,223173.00,6243.00,65.00,8655684.00,130.00,10207007.00,36847.00,13896129.00,2580691.00,,1
Snooze,SOS,SZA,12-09-2022,USRC12204591,97,153.3,1013350808.00,108036.00,86470319.00,84.00,390677417.00,2521214.00,402338.00,97819766.00,887803828.00,560893301.00,154.00,559589.00,513.00,60.00,2707900.00,61.00,74611167.00,85113.00,17702595.00,3129609.00,,1
BELLAKEO,BELLAKEO,Peso Pluma,12-07-2023,QMFMF2388143,98,153.1,359803580.00,26065.00,79152427.00,86.00,369321334.00,1839225.00,720800.00,74164945.00,874056250.00,4123457278.00,40.00,16952.00,69.00,63.00,18139662.00,51.00,20058510.00,7289.00,,1002835.00,,1
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,152.8,509653100.00,66219.00,67521533.00,,48045203.00,986278.00,328562.00,88846508.00,544437406.00,1561456615.00,80.00,400206.00,14.00,78.00,9341155.00,39.00,23110274.00,19559.00,,4295361.00,,1
Prada,Prada,cassï¿,08-11-2023,GBCEN2300147,100,152.5,609699748.00,128498.00,160755092.00,83.00,47611547.00,418343.00,283600.00,96934486.00,1090501901.00,113545664.00,129.00,123242.00,1570.00,167.00,15480679.00,100.00,1210830.00,1073.00,25956265.00,,,1
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,05-02-2024,GXD7G2413058,101,152.3,5157486.00,470.00,2924720.00,,1278618.00,27849.00,1100000.00,261000.00,3900000.00,,3.00,,,2.00,39366.00,,,,,47658.00,,0
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,242070373.00,37170.00,74130983.00,76.00,22907992.00,261664.00,2553106.00,312997953.00,3832221658.00,15593731.00,106.00,370635.00,5999.00,69.00,1792014.00,79.00,84425715.00,30713.00,670026.00,2219984.00,,0
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,478150858.00,73306.00,51842133.00,78.00,113379734.00,1312763.00,1700998.00,182319546.00,2111289492.00,90954700.00,78.00,35330.00,39.00,56.00,15784760.00,53.00,17823388.00,12664.00,4374049.00,2255465.00,,1
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,150.5,61382407.00,7240.00,1708319.00,43.00,9977490.00,201210.00,37726462.00,9239474.00,147837262.00,,15.00,10152.00,,5.00,59317.00,1.00,,,,3819161.00,,0
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,460156070.00,163449.00,127827271.00,77.00,8183226.00,98257.00,530103.00,65920648.00,1032799567.00,56004473.00,,195140.00,,102.00,3034022.00,111.00,1132923.00,1312.00,9451176.00,9279625.00,,0
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,251153869.00,16811.00,92985554.00,76.00,66691067.00,961957.00,102884.00,34572688.00,431390500.00,2120552147.00,162.00,180711.00,57.00,127.00,33540073.00,116.00,10305245.00,3796.00,776717.00,2047771.00,,0
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,148.1,205206688.00,28064.00,84737651.00,84.00,39453253.00,672789.00,,,,232440923.00,99.00,3432.00,45.00,41.00,2943724.00,47.00,5897303.00,4527.00,7571301.00,900933.00,,1
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,147.4,32942304.00,1262.00,26204483.00,74.00,57861795.00,1257935.00,,,,29510774.00,37.00,290.00,6.00,5.00,530831.00,33.00,21869.00,48.00,139164.00,29736.00,,0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12-06-2019,USAT21906978,109,146.6,1911559785.00,317345.00,87765033.00,78.00,441257231.00,4829633.00,4930490.00,561201008.00,4574447121.00,2077511.00,255.00,296948.00,181.00,138.00,555650.00,28.00,295741432.00,633414.00,168458097.00,11988760.00,,1
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,2014959725.00,354831.00,87942438.00,70.00,1003346208.00,16856186.00,1750366.00,915814897.00,9558947943.00,3191316960.00,360.00,245228.00,925.00,109.00,3242122.00,74.00,75167268.00,96430.00,,12693846.00,,1
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,144.6,168145583.00,27654.00,159737263.00,85.00,35008949.00,717214.00,,,,39149568.00,107.00,4448.00,,158.00,16345999.00,54.00,39577.00,482.00,3634381.00,2408838.00,,0
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,518988585.00,73116.00,58391498.00,80.00,107703759.00,768813.00,354036.00,74258021.00,924204888.00,103658014.00,117.00,673629.00,59.00,67.00,8306302.00,104.00,184924061.00,88890.00,728039.00,3108167.00,,0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,01-07-2024,JPU902305042,113,144,247399972.00,22222.00,13870528.00,80.00,389540239.00,4392933.00,,22950364.00,296522040.00,1041035733.00,53.00,807.00,,18.00,357941.00,17.00,537267.00,1928.00,,1069500.00,,0
Aesthetic,Aesthetic,Tollan Kim,03-04-2022,SGB502208576,114,144,5712985.00,2311.00,535908.00,44.00,3120073.00,56276.00,20114495.00,2452502310.00,33870791454.00,,4.00,22.00,,4.00,1397.00,1.00,21564.00,81.00,,249823.00,,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,143.9,3358704125.00,392082.00,123917182.00,79.00,2763188773.00,19410390.00,2714134.00,178829434.00,1597453878.00,484189798.00,351.00,273683.00,,86.00,809352.00,99.00,546367356.00,906813.00,,1569935.00,,0
Hands,Hands,Dianï¿½,08-01-2022,GBKPL2205333,115,143.9,126914.00,8.00,212.00,1.00,2435813922.00,7208467.00,33.00,188.00,6415.00,26630093.00,,658.00,,,,,,,,295.00,,0
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,142.8,343090427.00,21104.00,154253718.00,87.00,38173339.00,349660.00,,,,196380893.00,120.00,158378.00,360.00,103.00,10995523.00,87.00,11441987.00,7496.00,166254.00,745798.00,,0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,06-04-2024,BXT622400190,118,142.4,,,,,39323383.00,44223.00,,,,,,,,,,,,,,,,0
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,3006226762.00,335880.00,89243475.00,81.00,4495059988.00,42240881.00,5745117.00,453132709.00,5876458723.00,276194776.00,226.00,253782.00,388.00,118.00,1138425.00,71.00,614578695.00,844301.00,2943611.00,21306706.00,,0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141,787155930.00,183850.00,58397185.00,77.00,357772653.00,2590835.00,931660.00,95662104.00,836550889.00,3934416606.00,150.00,463665.00,1308.00,32.00,399388.00,69.00,182315884.00,53326.00,48937045.00,3534164.00,,1
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,139.5,532605345.00,128534.00,31725858.00,81.00,97958347.00,1237197.00,322900.00,108595670.00,947194801.00,259363238.00,46.00,107637.00,57.00,33.00,1423258.00,40.00,6334599.00,8712.00,12785993.00,1861958.00,,1
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,139,292789738.00,28591.00,30905957.00,72.00,406307035.00,809942.00,1900606.00,68341852.00,872862858.00,1969191415.00,11.00,1754.00,,15.00,8391160.00,1.00,764473.00,5168.00,,1195337.00,,1
First Class,First Class,Jack Harlow,04-08-2022,USAT22203024,123,138.6,818858244.00,223609.00,49586777.00,71.00,231229581.00,2756840.00,1610614.00,624748318.00,6890780336.00,3849170813.00,148.00,666615.00,4406.00,37.00,759989.00,77.00,117451442.00,40907.00,24111168.00,4244972.00,,1
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786.00,129923.00,93969186.00,86.00,125203447.00,1990342.00,22100.00,13787343.00,107398826.00,244390161.00,87.00,37314.00,361.00,46.00,2137898.00,38.00,3029375.00,6510.00,14942955.00,1839283.00,,1
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,03-03-2023,USUG12301493,125,137.7,3913988.00,545.00,1054122.00,40.00,1577017938.00,9304666.00,,,,2651764724.00,,25.00,,,,,5260.00,,,,,1
Losing Interest - Original Mix,Losing Interest (Original),Goovex,06-10-2024,CA5KR2465999,126,136.4,126247886.00,5.00,5973.00,1.00,,,,,,,,,,,,,,,,,,0
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145.00,212406.00,160444270.00,83.00,409785349.00,3326477.00,247865.00,155593087.00,1825552705.00,2563240162.00,267.00,523907.00,3418.00,111.00,4754372.00,75.00,152770142.00,49622.00,,9091826.00,,0
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,08-10-2023,USUG12305253,128,136.2,438796949.00,23959.00,34805394.00,78.00,509727241.00,2202866.00,1223804.00,46080266.00,782582119.00,1337889706.00,56.00,60758.00,959.00,29.00,3457921.00,38.00,38214505.00,9932.00,62622.00,865444.00,,0
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,134,158627.00,635.00,18765.00,16.00,2156140830.00,,9.00,422.00,4484.00,1318392.00,,29.00,,,,,1132.00,,,208.00,,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133,1867736006.00,302486.00,82611625.00,76.00,747126783.00,10795292.00,2467227.00,160756733.00,1768836179.00,2069527154.00,329.00,931316.00,1897.00,273.00,3821598.00,85.00,240562062.00,131540.00,40756476.00,10228436.00,,1
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908.00,144619.00,51186002.00,74.00,2638957320.00,62311179.00,3098499.00,662794945.00,5063720138.00,2199001119.00,323.00,351169.00,198.00,355.00,1888088.00,98.00,,,,7896781.00,,0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12-10-2023,GXBAV2381801,132,130.7,8327.00,3.00,8.00,,,,4200000.00,3646489.00,73318253.00,,,,,,,,,,,522.00,,0
Someone You Loved,Breach,Lewis Capaldi,11-08-2018,DEUM71807062,133,129.7,3427498835.00,338763.00,160553919.00,82.00,2153701892.00,20891433.00,1940473.00,212007614.00,2161032034.00,2333853734.00,408.00,600211.00,381.00,502.00,4834088.00,110.00,427212257.00,357540.00,,29266297.00,,0
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,05-11-2023,USQX92302824,134,129.6,230849195.00,23091.00,12233221.00,64.00,363082908.00,5135848.00,4897595.00,104580759.00,1551501289.00,150614267.00,49.00,24103.00,214.00,25.00,319914.00,33.00,23525446.00,4705.00,,623446.00,,0
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922.00,74295.00,89509926.00,77.00,221078988.00,2557839.00,4687520.00,1252326407.00,15247253457.00,718932832.00,108.00,412680.00,5869.00,43.00,1491347.00,59.00,81828913.00,36462.00,,3086624.00,,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,129.4,1378494.00,351.00,43395.00,34.00,1022331.00,22739.00,7702832.00,90289248.00,1272592848.00,,,,,,,,,,,50550.00,,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,INS182401602,137,129.1,2827545.00,62.00,1433870.00,,54330074.00,801621.00,,,,,,,,,,10.00,,,,5620.00,,0
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097.00,90793.00,87801398.00,18.00,113450524.00,2108657.00,394640.00,152624014.00,1448207880.00,1111017294.00,173.00,161513.00,93.00,61.00,5239925.00,128.00,28318435.00,67590.00,4296515.00,4872257.00,,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,03-01-2024,BCAEW2400001,139,128.5,37157630.00,2052.00,30387641.00,74.00,63418833.00,427441.00,1600000.00,853176.00,8850449.00,149589609.00,11.00,190.00,,32.00,8460458.00,11.00,,,,42895.00,,0
Back,Back,LOLA,08-03-2022,UKQNV2100272,140,128,48428.00,92.00,15747.00,3.00,2123978358.00,5670850.00,111.00,102828.00,735317.00,,,46.00,,,,,,,,,,0
People,People - Single,Libianca,12-05-2022,QZTB52268087,141,127.8,631955547.00,121823.00,45030006.00,74.00,305998382.00,2647341.00,3168854.00,243797561.00,3233505931.00,704906130.00,145.00,122781.00,202.00,74.00,1217657.00,54.00,9017480.00,11289.00,8026553.00,6121126.00,,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,01-05-2024,ATR981312465,142,127.4,,1.00,47.00,,,,3528100.00,37591836.00,688302023.00,,,,,,,,,,,,,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,TCAIA2495220,143,127.3,94635338.00,10537.00,11716074.00,,944314.00,17943.00,1300000.00,182937084.00,1542242100.00,,13.00,,2.00,,,8.00,684557.00,1079.00,,1597467.00,,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,04-05-2024,UKWLG2400013,144,126.9,114574238.00,10564.00,180987712.00,84.00,9134225.00,124326.00,299000.00,4419373.00,79796400.00,3117914.00,87.00,86814.00,159.00,128.00,35099280.00,133.00,4503872.00,442.00,422718.00,,,0
Abc,Abc,J Ross,2/14/2023,CLLU22300585,145,126.6,31867.00,5.00,5100.00,1.00,1538564650.00,2066653.00,,,,,,174.00,,,,,,,,1178.00,,0
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,1721045197.00,156941.00,97122096.00,81.00,798827877.00,3379928.00,1614275.00,209367923.00,2596777974.00,420585933.00,142.00,152522.00,1161.00,97.00,8709032.00,133.00,47203290.00,19769.00,,4817885.00,,0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,04-07-2023,FRX282306294,147,125.4,8028757.00,1972.00,488653.00,44.00,48533758.00,399664.00,8800000.00,256186613.00,3985974550.00,6879573.00,1.00,373.00,,,,,,,,220198.00,,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,1612286123.00,282719.00,97390961.00,74.00,1019256266.00,10280320.00,1404274.00,502778982.00,4702037810.00,2889452237.00,348.00,569287.00,789.00,342.00,2587713.00,90.00,92111798.00,90598.00,,7848760.00,,1
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,2607121959.00,270230.00,143953432.00,78.00,1201600884.00,10239198.00,4725570.00,414013363.00,3535661993.00,2374637534.00,581.00,999941.00,954.00,632.00,4254903.00,118.00,313923242.00,99949.00,,13421701.00,,0
Lucid Dreams,Lucid Dreams,Juice WRLD,05-04-2018,USUG11800685,150,123.9,2548389305.00,339306.00,75858140.00,78.00,987143411.00,9384427.00,1900813.00,44442433.00,338071383.00,274498079.00,153.00,69562.00,132.00,54.00,442640.00,36.00,259400789.00,552552.00,257459352.00,9308937.00,,1
PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,1185929926.00,103026.00,64847502.00,76.00,1229843060.00,5870729.00,1300337.00,251445963.00,2829294043.00,763687717.00,115.00,130158.00,688.00,75.00,7349218.00,90.00,92136339.00,29371.00,,3397861.00,,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,08-07-2020,USAT22005111,152,123.4,1325725696.00,171255.00,53040559.00,72.00,1329826741.00,15965491.00,8470921.00,1183499351.00,9539547626.00,181452145.00,222.00,91249.00,306.00,94.00,249116.00,50.00,184950173.00,397731.00,,4618794.00,,1
SPOT!,SPOT!,ZICO,4/26/2024,USA2P2421932,153,122.8,77757035.00,3407.00,35428519.00,81.00,100148771.00,2531168.00,99900.00,46645177.00,366905484.00,24981456.00,27.00,1861.00,51.00,2.00,151901.00,20.00,63300.00,98.00,,173263.00,,0
Family Matters,Family Matters,Drake,05-03-2024,USUG12402984,154,122.7,72335127.00,8696.00,36774031.00,86.00,41492122.00,1034563.00,,,,166330702.00,38.00,1488.00,,16.00,1504365.00,60.00,3065493.00,2302.00,2401049.00,283217.00,,1
Again,Missing,Kurochuu,06-09-2024,CA5KR2466577,155,122.5,136237285.00,2.00,2190.00,2.00,,,,,,,,,,,,,,,,,,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330093,156,122.4,1673557134.00,54950.00,91343768.00,80.00,397523735.00,10125293.00,341522.00,114990786.00,761760624.00,1800517153.00,86.00,23714.00,861.00,54.00,5286388.00,56.00,6442882.00,4352.00,,2310409.00,,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300802,157,121.9,922010059.00,107189.00,61174155.00,79.00,141852059.00,567295.00,285414.00,61112010.00,811685466.00,182412108.00,106.00,18364.00,1846.00,7.00,33712.00,38.00,307115852.00,200650.00,13022144.00,2665347.00,,1
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,IEACJ2300335,158,121.2,532012790.00,22396.00,130752527.00,85.00,13119247.00,218957.00,,,,,235.00,6952.00,,85.00,25307005.00,108.00,,,119813.00,2580089.00,,0
Bad Habits,#NAME?,Ed Sheeran,01-01-2020,GBAHS2100318,159,120.8,1754311538.00,271758.00,62218811.00,74.00,958790883.00,7686994.00,1036355.00,225139300.00,2658904267.00,3526952174.00,454.00,1347725.00,1035.00,352.00,7318680.00,136.00,269834154.00,88143.00,17144484.00,15886717.00,,0
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,08-10-2023,USUG12305257,160,120.7,850810162.00,56104.00,79334561.00,82.00,258553384.00,1174349.00,1167300.00,58820722.00,717259721.00,590681204.00,72.00,39951.00,4.00,57.00,7146260.00,83.00,32210732.00,12492.00,,1537093.00,,1
Leave The Door Open,Leave The Door Open,Bruno Mars,03-05-2021,USAT22100906,161,120.1,1312168384.00,248793.00,50068571.00,75.00,993324548.00,9537455.00,1503567.00,369280607.00,3350704343.00,2421128623.00,308.00,557867.00,309.00,120.00,1553392.00,103.00,149304590.00,91366.00,,10288388.00,,0
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),01-05-2022,JPKI02118106,162,119.5,548408.00,130.00,20518.00,24.00,1356336.00,17701.00,18000000.00,334009036.00,7041708832.00,,1.00,,,,,,,,,69763.00,,0
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,2167768056.00,309421.00,72787213.00,79.00,773591065.00,11098007.00,1893481.00,1080682523.00,8186754429.00,2285796743.00,355.00,4835.00,1283.00,98.00,1610293.00,102.00,119030447.00,170032.00,19263268.00,,,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900764,164,117.7,2516804300.00,296739.00,113315017.00,76.00,1779243626.00,26239833.00,3774645.00,177247662.00,1409756969.00,2066888119.00,432.00,353076.00,1024.00,258.00,3123258.00,174.00,229833113.00,534958.00,,18994040.00,,0
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,2738293818.00,251033.00,108433327.00,74.00,2372399124.00,26919886.00,5815851.00,140938643.00,1859977153.00,2305437038.00,380.00,531893.00,378.00,570.00,2693006.00,89.00,337815285.00,426555.00,,15254141.00,,0
DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,USSM12207207,166,116.9,1003487432.00,126402.00,88024543.00,73.00,621874255.00,2859234.00,2409247.00,476447290.00,6208638113.00,672233681.00,152.00,175614.00,1077.00,105.00,6388819.00,97.00,40988020.00,6129.00,,3205234.00,,1
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,USUM72007941,167,116.7,1638836101.00,272933.00,50425049.00,70.00,1170441361.00,13667470.00,5241838.00,364560431.00,3869815694.00,201859518.00,216.00,298661.00,62.00,98.00,1699879.00,47.00,245618280.00,272002.00,,7646337.00,,1
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,GBAHS2201304,168,116.6,372423476.00,44730.00,21933393.00,71.00,131308671.00,1074684.00,1102985.00,38959591.00,830123390.00,961201576.00,132.00,644972.00,287.00,32.00,1018314.00,68.00,40613139.00,6969.00,,2886987.00,,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,USWB12304903,169,116.5,630373315.00,70400.00,105320547.00,84.00,50938569.00,246731.00,215433.00,70110809.00,586454750.00,207483261.00,95.00,83414.00,35.00,47.00,9094602.00,112.00,147144967.00,33058.00,5597165.00,1673932.00,,0
Circles,Circles,Post Malone,8/30/2019,USUM71915699,170,116,2481391466.00,332437.00,124491320.00,80.00,1116323669.00,8490012.00,83111.00,26892604.00,273522601.00,841624305.00,355.00,1015731.00,413.00,311.00,1603280.00,69.00,448494186.00,212174.00,,13634519.00,,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,08-03-2023,DGA062382895,171,115.9,474590289.00,24891.00,25915889.00,78.00,577930708.00,1569516.00,136500.00,32754141.00,509287649.00,1484713132.00,27.00,15783.00,215.00,22.00,2762020.00,27.00,44676754.00,9094.00,774895.00,1173817.00,,0
About Damn Time,About Damn Time,Lizzo,4/14/2022,USAT22202139,172,115.6,847025688.00,104052.00,47808065.00,66.00,106024874.00,1080393.00,3030761.00,1522267606.00,15665483220.00,22274346.00,215.00,1024138.00,2826.00,143.00,1456203.00,4.00,,,,5445721.00,,1
Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,2880536961.00,285381.00,129399627.00,80.00,4086121880.00,22091228.00,1103074.00,100536756.00,514053404.00,467800052.00,385.00,316965.00,467.00,284.00,838570.00,78.00,819509308.00,739296.00,,16185008.00,,0
FLOWER,ME,JISOO,3/31/2023,KRA402300002,174,114.3,440364356.00,26107.00,15314737.00,70.00,525156884.00,10820829.00,3411209.00,550993898.00,6724997940.00,68869541.00,33.00,11830.00,92.00,6.00,26844.00,35.00,1335366.00,3263.00,,1058579.00,,0
